ProductKey,productitemcode,ProductName,Product_subcategory,Product_category,Product_color,Product_size,ProductLine,ModelName,Product_description,StartDate,EndDate,Product_status
306,FR-M94B-38,"HL Mountain Frame - Black, 38","Mountain Frames",Components,Black,38,"M ","HL Mountain Frame","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","2013-07-01 00:00:00.000",NULL,Current
307,FR-M94S-38,"HL Mountain Frame - Silver, 38","Mountain Frames",Components,Silver,38,"M ","HL Mountain Frame","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","2011-07-01 00:00:00.000","2007-12-28 00:00:00.000",Outdated
308,FR-M94S-38,"HL Mountain Frame - Silver, 38","Mountain Frames",Components,Silver,38,"M ","HL Mountain Frame","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
309,FR-M94S-38,"HL Mountain Frame - Silver, 38","Mountain Frames",Components,Silver,38,"M ","HL Mountain Frame","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","2013-07-01 00:00:00.000",NULL,Current
310,BK-R93R-62,"Road-150 Red, 62","Road Bikes",Bikes,Red,62,"R ",Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.","2011-07-01 00:00:00.000","2007-12-28 00:00:00.000",Outdated
311,BK-R93R-44,"Road-150 Red, 44","Road Bikes",Bikes,Red,44,"R ",Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.","2011-07-01 00:00:00.000","2007-12-28 00:00:00.000",Outdated
312,BK-R93R-48,"Road-150 Red, 48","Road Bikes",Bikes,Red,48,"R ",Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.","2011-07-01 00:00:00.000","2007-12-28 00:00:00.000",Outdated
313,BK-R93R-52,"Road-150 Red, 52","Road Bikes",Bikes,Red,52,"R ",Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.","2011-07-01 00:00:00.000","2007-12-28 00:00:00.000",Outdated
314,BK-R93R-56,"Road-150 Red, 56","Road Bikes",Bikes,Red,56,"R ",Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.","2011-07-01 00:00:00.000","2007-12-28 00:00:00.000",Outdated
315,BK-R68R-58,"Road-450 Red, 58","Road Bikes",Bikes,Red,58,"R ",Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.","2011-07-01 00:00:00.000","2007-12-28 00:00:00.000",Outdated
316,BK-R68R-60,"Road-450 Red, 60","Road Bikes",Bikes,Red,60,"R ",Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.","2011-07-01 00:00:00.000","2007-12-28 00:00:00.000",Outdated
317,BK-R68R-44,"Road-450 Red, 44","Road Bikes",Bikes,Red,44,"R ",Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.","2011-07-01 00:00:00.000","2007-12-28 00:00:00.000",Outdated
318,BK-R68R-48,"Road-450 Red, 48","Road Bikes",Bikes,Red,48,"R ",Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.","2011-07-01 00:00:00.000","2007-12-28 00:00:00.000",Outdated
319,BK-R68R-52,"Road-450 Red, 52","Road Bikes",Bikes,Red,52,"R ",Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.","2011-07-01 00:00:00.000","2007-12-28 00:00:00.000",Outdated
320,BK-R50R-58,"Road-650 Red, 58","Road Bikes",Bikes,Red,58,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.","2011-07-01 00:00:00.000","2007-12-28 00:00:00.000",Outdated
321,BK-R50R-58,"Road-650 Red, 58","Road Bikes",Bikes,Red,58,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
322,BK-R50R-60,"Road-650 Red, 60","Road Bikes",Bikes,Red,60,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.","2011-07-01 00:00:00.000","2007-12-28 00:00:00.000",Outdated
323,BK-R50R-60,"Road-650 Red, 60","Road Bikes",Bikes,Red,60,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
324,BK-R50R-62,"Road-650 Red, 62","Road Bikes",Bikes,Red,62,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.","2011-07-01 00:00:00.000","2007-12-28 00:00:00.000",Outdated
325,BK-R50R-62,"Road-650 Red, 62","Road Bikes",Bikes,Red,62,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
326,BK-R50R-44,"Road-650 Red, 44","Road Bikes",Bikes,Red,44,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.","2011-07-01 00:00:00.000","2007-12-28 00:00:00.000",Outdated
327,BK-R50R-44,"Road-650 Red, 44","Road Bikes",Bikes,Red,44,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
328,BK-R50R-48,"Road-650 Red, 48","Road Bikes",Bikes,Red,48,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.","2011-07-01 00:00:00.000","2007-12-28 00:00:00.000",Outdated
329,BK-R50R-48,"Road-650 Red, 48","Road Bikes",Bikes,Red,48,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
330,BK-R50R-52,"Road-650 Red, 52","Road Bikes",Bikes,Red,52,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.","2011-07-01 00:00:00.000","2007-12-28 00:00:00.000",Outdated
331,BK-R50R-52,"Road-650 Red, 52","Road Bikes",Bikes,Red,52,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
332,BK-R50B-58,"Road-650 Black, 58","Road Bikes",Bikes,Black,58,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.","2011-07-01 00:00:00.000","2007-12-28 00:00:00.000",Outdated
333,BK-R50B-58,"Road-650 Black, 58","Road Bikes",Bikes,Black,58,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
334,BK-R50B-60,"Road-650 Black, 60","Road Bikes",Bikes,Black,60,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.","2011-07-01 00:00:00.000","2007-12-28 00:00:00.000",Outdated
335,BK-R50B-60,"Road-650 Black, 60","Road Bikes",Bikes,Black,60,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
336,BK-R50B-62,"Road-650 Black, 62","Road Bikes",Bikes,Black,62,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.","2011-07-01 00:00:00.000","2007-12-28 00:00:00.000",Outdated
337,BK-R50B-62,"Road-650 Black, 62","Road Bikes",Bikes,Black,62,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
338,BK-R50B-44,"Road-650 Black, 44","Road Bikes",Bikes,Black,44,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.","2011-07-01 00:00:00.000","2007-12-28 00:00:00.000",Outdated
339,BK-R50B-44,"Road-650 Black, 44","Road Bikes",Bikes,Black,44,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
340,BK-R50B-48,"Road-650 Black, 48","Road Bikes",Bikes,Black,48,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.","2011-07-01 00:00:00.000","2007-12-28 00:00:00.000",Outdated
341,BK-R50B-48,"Road-650 Black, 48","Road Bikes",Bikes,Black,48,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
342,BK-R50B-52,"Road-650 Black, 52","Road Bikes",Bikes,Black,52,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.","2011-07-01 00:00:00.000","2007-12-28 00:00:00.000",Outdated
343,BK-R50B-52,"Road-650 Black, 52","Road Bikes",Bikes,Black,52,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
344,BK-M82S-38,"Mountain-100 Silver, 38","Mountain Bikes",Bikes,Silver,38,"M ",Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.","2011-07-01 00:00:00.000","2007-12-28 00:00:00.000",Outdated
345,BK-M82S-42,"Mountain-100 Silver, 42","Mountain Bikes",Bikes,Silver,42,"M ",Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.","2011-07-01 00:00:00.000","2007-12-28 00:00:00.000",Outdated
346,BK-M82S-44,"Mountain-100 Silver, 44","Mountain Bikes",Bikes,Silver,44,"M ",Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.","2011-07-01 00:00:00.000","2007-12-28 00:00:00.000",Outdated
347,BK-M82S-48,"Mountain-100 Silver, 48","Mountain Bikes",Bikes,Silver,48,"M ",Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.","2011-07-01 00:00:00.000","2007-12-28 00:00:00.000",Outdated
348,BK-M82B-38,"Mountain-100 Black, 38","Mountain Bikes",Bikes,Black,38,"M ",Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.","2011-07-01 00:00:00.000","2007-12-28 00:00:00.000",Outdated
349,BK-M82B-42,"Mountain-100 Black, 42","Mountain Bikes",Bikes,Black,42,"M ",Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.","2011-07-01 00:00:00.000","2007-12-28 00:00:00.000",Outdated
350,BK-M82B-44,"Mountain-100 Black, 44","Mountain Bikes",Bikes,Black,44,"M ",Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.","2011-07-01 00:00:00.000","2007-12-28 00:00:00.000",Outdated
351,BK-M82B-48,"Mountain-100 Black, 48","Mountain Bikes",Bikes,Black,48,"M ",Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.","2011-07-01 00:00:00.000","2007-12-28 00:00:00.000",Outdated
352,BK-M68S-38,"Mountain-200 Silver, 38","Mountain Bikes",Bikes,Silver,38,"M ",Mountain-200,"Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
353,BK-M68S-38,"Mountain-200 Silver, 38","Mountain Bikes",Bikes,Silver,38,"M ",Mountain-200,"Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.","2013-07-01 00:00:00.000",NULL,Current
354,BK-M68S-42,"Mountain-200 Silver, 42","Mountain Bikes",Bikes,Silver,42,"M ",Mountain-200,"Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
355,BK-M68S-42,"Mountain-200 Silver, 42","Mountain Bikes",Bikes,Silver,42,"M ",Mountain-200,"Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.","2013-07-01 00:00:00.000",NULL,Current
356,BK-M68S-46,"Mountain-200 Silver, 46","Mountain Bikes",Bikes,Silver,46,"M ",Mountain-200,"Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
357,BK-M68S-46,"Mountain-200 Silver, 46","Mountain Bikes",Bikes,Silver,46,"M ",Mountain-200,"Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.","2013-07-01 00:00:00.000",NULL,Current
358,BK-M68B-38,"Mountain-200 Black, 38","Mountain Bikes",Bikes,Black,38,"M ",Mountain-200,"Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
359,BK-M68B-38,"Mountain-200 Black, 38","Mountain Bikes",Bikes,Black,38,"M ",Mountain-200,"Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.","2013-07-01 00:00:00.000",NULL,Current
360,BK-M68B-42,"Mountain-200 Black, 42","Mountain Bikes",Bikes,Black,42,"M ",Mountain-200,"Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
361,BK-M68B-42,"Mountain-200 Black, 42","Mountain Bikes",Bikes,Black,42,"M ",Mountain-200,"Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.","2013-07-01 00:00:00.000",NULL,Current
362,BK-M68B-46,"Mountain-200 Black, 46","Mountain Bikes",Bikes,Black,46,"M ",Mountain-200,"Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
363,BK-M68B-46,"Mountain-200 Black, 46","Mountain Bikes",Bikes,Black,46,"M ",Mountain-200,"Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.","2013-07-01 00:00:00.000",NULL,Current
364,BK-M47B-38,"Mountain-300 Black, 38","Mountain Bikes",Bikes,Black,38,"M ",Mountain-300,"For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
365,BK-M47B-40,"Mountain-300 Black, 40","Mountain Bikes",Bikes,Black,40,"M ",Mountain-300,"For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
366,BK-M47B-44,"Mountain-300 Black, 44","Mountain Bikes",Bikes,Black,44,"M ",Mountain-300,"For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
367,BK-M47B-48,"Mountain-300 Black, 48","Mountain Bikes",Bikes,Black,48,"M ",Mountain-300,"For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
368,BK-R89R-44,"Road-250 Red, 44","Road Bikes",Bikes,Red,44,"R ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
369,BK-R89R-48,"Road-250 Red, 48","Road Bikes",Bikes,Red,48,"R ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
370,BK-R89R-52,"Road-250 Red, 52","Road Bikes",Bikes,Red,52,"R ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
371,BK-R89R-58,"Road-250 Red, 58","Road Bikes",Bikes,Red,58,"R ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
372,BK-R89R-58,"Road-250 Red, 58","Road Bikes",Bikes,Red,58,"R ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.","2013-07-01 00:00:00.000",NULL,Current
373,BK-R89B-44,"Road-250 Black, 44","Road Bikes",Bikes,Black,44,"R ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
374,BK-R89B-44,"Road-250 Black, 44","Road Bikes",Bikes,Black,44,"R ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.","2013-07-01 00:00:00.000",NULL,Current
375,BK-R89B-48,"Road-250 Black, 48","Road Bikes",Bikes,Black,48,"R ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
376,BK-R89B-48,"Road-250 Black, 48","Road Bikes",Bikes,Black,48,"R ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.","2013-07-01 00:00:00.000",NULL,Current
377,BK-R89B-52,"Road-250 Black, 52","Road Bikes",Bikes,Black,52,"R ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
378,BK-R89B-52,"Road-250 Black, 52","Road Bikes",Bikes,Black,52,"R ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.","2013-07-01 00:00:00.000",NULL,Current
379,BK-R89B-58,"Road-250 Black, 58","Road Bikes",Bikes,Black,58,"R ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
380,BK-R89B-58,"Road-250 Black, 58","Road Bikes",Bikes,Black,58,"R ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.","2013-07-01 00:00:00.000",NULL,Current
381,BK-R64Y-38,"Road-550-W Yellow, 38","Road Bikes",Bikes,Yellow,38,"R ",Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
382,BK-R64Y-38,"Road-550-W Yellow, 38","Road Bikes",Bikes,Yellow,38,"R ",Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.","2013-07-01 00:00:00.000",NULL,Current
383,BK-R64Y-40,"Road-550-W Yellow, 40","Road Bikes",Bikes,Yellow,40,"R ",Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
384,BK-R64Y-40,"Road-550-W Yellow, 40","Road Bikes",Bikes,Yellow,40,"R ",Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.","2013-07-01 00:00:00.000",NULL,Current
385,BK-R64Y-42,"Road-550-W Yellow, 42","Road Bikes",Bikes,Yellow,42,"R ",Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
386,BK-R64Y-42,"Road-550-W Yellow, 42","Road Bikes",Bikes,Yellow,42,"R ",Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.","2013-07-01 00:00:00.000",NULL,Current
387,BK-R64Y-44,"Road-550-W Yellow, 44","Road Bikes",Bikes,Yellow,44,"R ",Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
388,BK-R64Y-44,"Road-550-W Yellow, 44","Road Bikes",Bikes,Yellow,44,"R ",Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.","2013-07-01 00:00:00.000",NULL,Current
389,BK-R64Y-48,"Road-550-W Yellow, 48","Road Bikes",Bikes,Yellow,48,"R ",Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
390,BK-R64Y-48,"Road-550-W Yellow, 48","Road Bikes",Bikes,Yellow,48,"R ",Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.","2013-07-01 00:00:00.000",NULL,Current
391,FK-1639,"LL Fork",Forks,Components,NULL,NULL,NULL,"LL Fork","Stout design absorbs shock and offers more precise steering.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
392,FK-5136,"ML Fork",Forks,Components,NULL,NULL,NULL,"ML Fork","Composite road fork with an aluminum steerer tube.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
393,FK-9939,"HL Fork",Forks,Components,NULL,NULL,NULL,"HL Fork","High-performance carbon road fork with curved legs.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
394,HS-0296,"LL Headset",Headsets,Components,NULL,NULL,NULL,"LL Headset","Threadless headset provides quality at an economical price.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
395,HS-2451,"ML Headset",Headsets,Components,NULL,NULL,NULL,"ML Headset","Sealed cartridge keeps dirt out.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
396,HS-3479,"HL Headset",Headsets,Components,NULL,NULL,NULL,"HL Headset","High-quality 1" threadless headset with a grease port for quick lubrication.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
397,HB-M243,"LL Mountain Handlebars",Handlebars,Components,NULL,NULL,"M ","LL Mountain Handlebars","All-purpose bar for on or off-road.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
398,HB-M243,"LL Mountain Handlebars",Handlebars,Components,NULL,NULL,"M ","LL Mountain Handlebars","All-purpose bar for on or off-road.","2013-07-01 00:00:00.000",NULL,Current
399,HB-M763,"ML Mountain Handlebars",Handlebars,Components,NULL,NULL,"M ","ML Mountain Handlebars","Tough aluminum alloy bars for downhill.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
400,HB-M763,"ML Mountain Handlebars",Handlebars,Components,NULL,NULL,"M ","ML Mountain Handlebars","Tough aluminum alloy bars for downhill.","2013-07-01 00:00:00.000",NULL,Current
401,HB-M918,"HL Mountain Handlebars",Handlebars,Components,NULL,NULL,"M ","HL Mountain Handlebars","Flat bar strong enough for the pro circuit.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
402,HB-M918,"HL Mountain Handlebars",Handlebars,Components,NULL,NULL,"M ","HL Mountain Handlebars","Flat bar strong enough for the pro circuit.","2013-07-01 00:00:00.000",NULL,Current
403,HB-R504,"LL Road Handlebars",Handlebars,Components,NULL,NULL,"R ","LL Road Handlebars","Unique shape provides easier reach to the levers.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
404,HB-R504,"LL Road Handlebars",Handlebars,Components,NULL,NULL,"R ","LL Road Handlebars","Unique shape provides easier reach to the levers.","2013-07-01 00:00:00.000",NULL,Current
405,HB-R720,"ML Road Handlebars",Handlebars,Components,NULL,NULL,"R ","ML Road Handlebars","Anatomically shaped aluminum tube bar will suit all riders.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
406,HB-R720,"ML Road Handlebars",Handlebars,Components,NULL,NULL,"R ","ML Road Handlebars","Anatomically shaped aluminum tube bar will suit all riders.","2013-07-01 00:00:00.000",NULL,Current
407,HB-R956,"HL Road Handlebars",Handlebars,Components,NULL,NULL,"R ","HL Road Handlebars","Designed for racers; high-end anatomically shaped bar from aluminum alloy.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
408,HB-R956,"HL Road Handlebars",Handlebars,Components,NULL,NULL,"R ","HL Road Handlebars","Designed for racers; high-end anatomically shaped bar from aluminum alloy.","2013-07-01 00:00:00.000",NULL,Current
409,FR-M63B-38,"ML Mountain Frame - Black, 38","Mountain Frames",Components,Black,38,"M ","ML Mountain Frame-W","The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
410,FW-M423,"LL Mountain Front Wheel",Wheels,Components,Black,NULL,"M ","LL Mountain Front Wheel","Replacement mountain wheel for entry-level rider.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
411,FW-M762,"ML Mountain Front Wheel",Wheels,Components,Black,NULL,"M ","ML Mountain Front Wheel","Replacement mountain wheel for the casual to serious rider.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
412,FW-M928,"HL Mountain Front Wheel",Wheels,Components,Black,NULL,"M ","HL Mountain Front Wheel","High-performance mountain replacement wheel.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
413,FW-R623,"LL Road Front Wheel",Wheels,Components,Black,NULL,"R ","LL Road Front Wheel","Replacement road front wheel for entry-level cyclist.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
